Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.6940        -332.2057    -335.4796       3.2739   347.0
0.6945        -332.1995    -335.4479       3.2484   344.3
0.6950        -332.1943    -335.4604       3.2661   346.1
0.6955        -332.1905    -335.5230       3.3325   353.2
0.6960        -332.1878    -335.6193       3.4316   363.7
0.6965        -332.1854    -335.7160       3.5305   374.2
0.6970        -332.1825    -335.7771       3.5947   381.0
0.6975        -332.1780    -335.7809       3.6029   381.8
0.6980        -332.1737    -335.7273       3.5536   376.6
0.6985        -332.1689    -335.6297       3.4608   366.8
0.6990        -332.1644    -335.5124       3.3480   354.8
0.6995        -332.1601    -335.4016       3.2414   343.5
0.7000        -332.1563    -335.3221       3.1658   335.5
0.7005        -332.1536    -335.2914       3.1378   332.5
0.7010        -332.1522    -335.3090       3.1568   334.5
0.7015        -332.1512    -335.3554       3.2041   339.6
0.7020        -332.1500    -335.4021       3.2521   344.7
0.7025        -332.1473    -335.4245       3.2771   347.3
0.7030        -332.1440    -335.4149       3.2710   346.6
0.7035        -332.1392    -335.3839       3.2447   343.9
0.7040        -332.1349    -335.3563       3.2214   341.4
0.7045        -332.1310    -335.3545       3.2235   341.6
0.7050        -332.1287    -335.3904       3.2617   345.7
0.7055        -332.1270    -335.4531       3.3261   352.5
0.7060        -332.1256    -335.5177       3.3921   359.5
0.7065        -332.1238    -335.5562       3.4324   363.8
0.7070        -332.1213    -335.5497       3.4284   363.3
0.7075        -332.1177    -335.4960       3.3783   358.0
0.7080        -332.1136    -335.4110       3.2975   349.5
0.7085        -332.1099    -335.3214       3.2115   340.3
0.7090        -332.1070    -335.2493       3.1424   333.0
0.7095        -332.1048    -335.2056       3.1008   328.6
0.7100        -332.1024    -335.1910       3.0886   327.3
0.7105        -332.0998    -335.2029       3.1030   328.9
0.7110        -332.0975    -335.2380       3.1405   332.8
0.7115        -332.0950    -335.2905       3.1955   338.6
0.7120        -332.0928    -335.3486       3.2559   345.0
0.7125        -332.0909    -335.3939       3.3031   350.1
0.7130        -332.0882    -335.4067       3.3185   351.7
0.7135        -332.0842    -335.3811       3.2969   349.4
0.7140        -332.0794    -335.3312       3.2518   344.6
0.7145        -332.0752    -335.2816       3.2065   339.8
0.7150        -332.0715    -335.2534       3.1819   337.2
0.7155        -332.0685    -335.2567       3.1882   337.9
0.7160        -332.0658    -335.2894       3.2236   341.6
0.7165        -332.0636    -335.3410       3.2775   347.3
0.7170        -332.0612    -335.3937       3.3324   353.2
0.7175        -332.0592    -335.4291       3.3699   357.1
0.7180        -332.0559    -335.4306       3.3747   357.6
0.7185        -332.0525    -335.3932       3.3407   354.0
0.7190        -332.0484    -335.3233       3.2749   347.1
0.7195        -332.0437    -335.2406       3.1969   338.8
0.7200        -332.0387    -335.1733       3.1347   332.2
0.7205        -332.0348    -335.1503       3.1155   330.2
0.7210        -332.0326    -335.1859       3.1533   334.2
0.7215        -332.0313    -335.2701       3.2388   343.2
0.7220        -332.0310    -335.3701       3.3391   353.9
0.7225        -332.0295    -335.4410       3.4115   361.5
0.7230        -332.0263    -335.4536       3.4273   363.2
0.7235        -332.0220    -335.4061       3.3841   358.6
0.7240        -332.0175    -335.3190       3.3016   349.9
0.7245        -332.0138    -335.2196       3.2058   339.7
0.7250        -332.0105    -335.1264       3.1159   330.2
0.7255        -332.0072    -335.0510       3.0438   322.6
0.7260        -332.0032    -335.0048       3.0017   318.1
0.7265        -331.9997    -335.0002       3.0005   318.0
0.7270        -331.9971    -335.0370       3.0399   322.2
0.7275        -331.9953    -335.0991       3.1038   328.9
0.7280        -331.9929    -335.1562       3.1633   335.2
0.7285        -331.9895    -335.1807       3.1912   338.2
0.7290        -331.9850    -335.1591       3.1741   336.4
0.7295        -331.9790    -335.0984       3.1194   330.6
0.7300        -331.9723    -335.0270       3.0547   323.7
0.7305        -331.9662    -334.9807       3.0145   319.5
0.7310        -331.9617    -334.9837       3.0221   320.3
0.7315        -331.9577    -335.0370       3.0793   326.3
0.7320        -331.9542    -335.1227       3.1685   335.8
0.7325        -331.9505    -335.2101       3.2597   345.5
0.7330        -331.9460    -335.2675       3.3215   352.0
0.7335        -331.9398    -335.2751       3.3353   353.5
0.7340        -331.9318    -335.2398       3.3080   350.6
0.7345        -331.9247    -335.1919       3.2673   346.3
0.7350        -331.9183    -335.1553       3.2370   343.0
0.7355        -331.9134    -335.1364       3.2230   341.6
0.7360        -331.9073    -335.1271       3.2198   341.2
0.7365        -331.9012    -335.1250       3.2238   341.6
0.7370        -331.8944    -335.1337       3.2393   343.3
0.7375        -331.8884    -335.1620       3.2736   346.9
0.7380        -331.8836    -335.2091       3.3255   352.4
0.7385        -331.8786    -335.2603       3.3817   358.4
0.7390        -331.8738    -335.2978       3.4240   362.9
0.7395        -331.8683    -335.3078       3.4395   364.5
0.7400        -331.8621    -335.2915       3.4295   363.4
0.7405        -331.8557    -335.2631       3.4074   361.1
0.7410        -331.8500    -335.2419       3.3919   359.5
0.7415        -331.8456    -335.2427       3.3971   360.0
0.7420        -331.8420    -335.2657       3.4238   362.8
0.7425        -331.8384    -335.3014       3.4630   367.0
0.7430        -331.8351    -335.3369       3.5018   371.1
0.7435        -331.8318    -335.3604       3.5285   373.9
0.7440        -331.8289    -335.3651       3.5361   374.8
0.7445        -331.8264    -335.3444       3.5180   372.8
0.7450        -331.8240    -335.2931       3.4691   367.6
0.7455        -331.8211    -335.2089       3.3877   359.0
0.7460        -331.8174    -335.0987       3.2813   347.7
0.7465        -331.8138    -334.9815       3.1677   335.7
0.7470        -331.8103    -334.8794       3.0691   325.3
0.7475        -331.8074    -334.8088       3.0014   318.1
0.7480        -331.8058    -334.7721       2.9663   314.4
0.7485        -331.8044    -334.7537       2.9493   312.6
0.7490        -331.8018    -334.7316       2.9299   310.5
0.7495        -331.7980    -334.6939       2.8959   306.9
0.7500        -331.7938    -334.6427       2.8489   301.9
0.7505        -331.7887    -334.5873       2.7986   296.6
0.7510        -331.7835    -334.5399       2.7565   292.1
0.7515        -331.7780    -334.5079       2.7299   289.3
0.7520        -331.7723    -334.4952       2.7230   288.6
0.7525        -331.7664    -334.5033       2.7369   290.0
0.7530        -331.7601    -334.5262       2.7661   293.1
0.7535        -331.7536    -334.5544       2.8008   296.8
0.7540        -331.7458    -334.5784       2.8326   300.2
0.7545        -331.7373    -334.5933       2.8560   302.7
0.7550        -331.7279    -334.5979       2.8700   304.2
0.7555        -331.7178    -334.5974       2.8796   305.2
0.7560        -331.7075    -334.6014       2.8939   306.7
0.7565        -331.6970    -334.6185       2.9215   309.6
0.7570        -331.6868    -334.6512       2.9644   314.2
0.7575        -331.6762    -334.6921       3.0159   319.6
0.7580        -331.6645    -334.7324       3.0680   325.1
0.7585        -331.6520    -334.7709       3.1189   330.5
0.7590        -331.6393    -334.8127       3.1734   336.3
0.7595        -331.6263    -334.8628       3.2365   343.0
0.7600        -331.6133    -334.9228       3.3095   350.7
0.7605        -331.6000    -334.9911       3.3911   359.4
0.7610        -331.5864    -335.0648       3.4784   368.6
0.7615        -331.5728    -335.1405       3.5677   378.1
0.7620        -331.5591    -335.2154       3.6563   387.5
0.7625        -331.5460    -335.2877       3.7417   396.5
0.7630        -331.5329    -335.3518       3.8189   404.7
0.7635        -331.5211    -335.4026       3.8815   411.3
0.7640        -331.5098    -335.4284       3.9186   415.3
0.7645        -331.4987    -335.4176       3.9188   415.3
0.7650        -331.4883    -335.3677       3.8794   411.1
0.7655        -331.4782    -335.2875       3.8093   403.7
0.7660        -331.4693    -335.1945       3.7252   394.8
0.7665        -331.4613    -335.1052       3.6439   386.2
0.7670        -331.4544    -335.0330       3.5786   379.2
0.7675        -331.4483    -334.9849       3.5367   374.8
0.7680        -331.4431    -334.9632       3.5201   373.0
0.7685        -331.4390    -334.9635       3.5246   373.5
0.7690        -331.4349    -334.9759       3.5411   375.3
0.7695        -331.4307    -334.9926       3.5619   377.5
0.7700        -331.4267    -335.0123       3.5855   380.0
0.7705        -331.4234    -335.0375       3.6141   383.0
0.7710        -331.4205    -335.0711       3.6506   386.9
0.7715        -331.4183    -335.1168       3.6985   392.0
0.7720        -331.4168    -335.1760       3.7592   398.4
0.7725        -331.4168    -335.2436       3.8268   405.6
0.7730        -331.4166    -335.3079       3.8913   412.4
0.7735        -331.4168    -335.3643       3.9474   418.3
0.7740        -331.4174    -335.4165       3.9991   423.8
0.7745        -331.4197    -335.4737       4.0540   429.6
0.7750        -331.4246    -335.5352       4.1107   435.6
0.7755        -331.4308    -335.5840       4.1532   440.1
0.7760        -331.4384    -335.5990       4.1606   440.9
0.7765        -331.4465    -335.5633       4.1168   436.3
0.7770        -331.4541    -335.4753       4.0212   426.2
0.7775        -331.4623    -335.3542       3.8919   412.4
0.7780        -331.4709    -335.2298       3.7589   398.4
0.7785        -331.4805    -335.1346       3.6541   387.3
0.7790        -331.4914    -335.0905       3.5991   381.4
0.7795        -331.5040    -335.1022       3.5982   381.3
0.7800        -331.5177    -335.1601       3.6424   386.0
0.7805        -331.5320    -335.2476       3.7155   393.8
0.7810        -331.5470    -335.3485       3.8015   402.9
0.7815        -331.5636    -335.4484       3.8848   411.7
0.7820        -331.5815    -335.5302       3.9487   418.5
0.7825        -331.5999    -335.5755       3.9756   421.3
0.7830        -331.6187    -335.5756       3.9569   419.3
0.7835        -331.6373    -335.5376       3.9004   413.3
0.7840        -331.6559    -335.4844       3.8285   405.7
0.7845        -331.6763    -335.4420       3.7657   399.1
0.7850        -331.6977    -335.4206       3.7229   394.5
0.7855        -331.7202    -335.4166       3.6964   391.7
0.7860        -331.7427    -335.4181       3.6755   389.5
0.7865        -331.7657    -335.4151       3.6495   386.8
0.7870        -331.7887    -335.3983       3.6095   382.5
0.7875        -331.8117    -335.3617       3.5500   376.2
0.7880        -331.8343    -335.3041       3.4698   367.7
0.7885        -331.8550    -335.2327       3.3777   358.0
0.7890        -331.8757    -335.1727       3.2971   349.4
0.7895        -331.8967    -335.1500       3.2533   344.8
0.7900        -331.9187    -335.1766       3.2579   345.3
0.7905        -331.9420    -335.2449       3.3029   350.0
0.7910        -331.9667    -335.3292       3.3626   356.4
0.7915        -331.9906    -335.4000       3.4094   361.3
0.7920        -332.0142    -335.4403       3.4261   363.1
0.7925        -332.0374    -335.4450       3.4076   361.1
0.7930        -332.0602    -335.4212       3.3610   356.2
0.7935        -332.0829    -335.3813       3.2983   349.5
0.7940        -332.1057    -335.3338       3.2281   342.1
0.7945        -332.1280    -335.2827       3.1547   334.3
0.7950        -332.1487    -335.2325       3.0838   326.8
0.7955        -332.1685    -335.1982       3.0297   321.1
0.7960        -332.1886    -335.1966       3.0080   318.8
0.7965        -332.2097    -335.2324       3.0227   320.3
0.7970        -332.2321    -335.2905       3.0584   324.1
0.7975        -332.2544    -335.3371       3.0827   326.7
0.7980        -332.2757    -335.3380       3.0623   324.5
0.7985        -332.2934    -335.2786       2.9851   316.4
0.7990        -332.3097    -335.1795       2.8698   304.1
0.7995        -332.3240    -335.0801       2.7561   292.1
0.8000        -332.3385    -335.0250       2.6864   284.7
0.8005        -332.3539    -335.0408       2.6869   284.7
0.8010        -332.3705    -335.1275       2.7570   292.2
0.8015        -332.3881    -335.2601       2.8720   304.4
0.8020        -332.4052    -335.4005       2.9953   317.4
0.8025        -332.4215    -335.5180       3.0964   328.2
0.8030        -332.4368    -335.5985       3.1616   335.1
0.8035        -332.4522    -335.6453       3.1931   338.4
0.8040        -332.4683    -335.6642       3.1960   338.7
0.8045        -332.4836    -335.6550       3.1714   336.1
0.8050        -332.4986    -335.6221       3.1235   331.0
0.8055        -332.5126    -335.5724       3.0598   324.3
0.8060        -332.5256    -335.5182       2.9925   317.1
0.8065        -332.5386    -335.4756       2.9370   311.3
0.8070        -332.5521    -335.4551       2.9030   307.7
0.8075        -332.5654    -335.4546       2.8892   306.2
0.8080        -332.5784    -335.4645       2.8861   305.9
0.8085        -332.5903    -335.4759       2.8856   305.8
0.8090        -332.6012    -335.4881       2.8869   305.9
0.8095        -332.6118    -335.5087       2.8968   307.0
0.8100        -332.6223    -335.5456       2.9233   309.8
0.8105        -332.6330    -335.6023       2.9694   314.7
0.8110        -332.6437    -335.6763       3.0325   321.4
0.8115        -332.6545    -335.7625       3.1080   329.4
0.8120        -332.6658    -335.8549       3.1891   338.0
0.8125        -332.6771    -335.9434       3.2663   346.1
0.8130        -332.6889    -336.0182       3.3293   352.8
